video_id,channel_id,channel_name,duration_sec,category,video_url,,,,
rYyaC6TSGLQ,UCW1kqrWNmulj7GsTyXTHR_g,Mir Sabbir Official,357,Comedy & Acting,https://www.youtube.com/watch?v=rYyaC6TSGLQ,,,,
8v6B5eN8NU0,UCpvVcqsap0KnJ6epuH5V6cw,Prottoy Heron,1206,Comedy / Acting,https://www.youtube.com/watch?v=8v6B5eN8NU0,,,,
h9GGv4AivFY,UCpvVcqsap0KnJ6epuH5V6cw,Prottoy Heron,1381,Comedy / Acting,https://www.youtube.com/watch?v=h9GGv4AivFY,,,,
q_X1a8ATPL8,UCpvVcqsap0KnJ6epuH5V6cw,Prottoy Heron,1432,Comedy / Acting,https://www.youtube.com/watch?v=q_X1a8ATPL8,,,,
JPnPveSmCFQ,UCpvVcqsap0KnJ6epuH5V6cw,Prottoy Heron,1438,Comedy / Acting,https://www.youtube.com/watch?v=JPnPveSmCFQ,,,,
OggPI8YJZjw,UCIjLRyywnG8olYXAEVYGYgQ,Tawsif Mahbub,3850,Natok / Acting Content,https://www.youtube.com/watch?v=OggPI8YJZjw,,,,
NXjVSDpZzBQ,UCIjLRyywnG8olYXAEVYGYgQ,Tawsif Mahbub,4139,Natok / Acting Content,https://www.youtube.com/watch?v=NXjVSDpZzBQ,,,,
iYLkUoK0S1M,UCIjLRyywnG8olYXAEVYGYgQ,Tawsif Mahbub,2639,Natok / Acting Content,https://www.youtube.com/watch?v=iYLkUoK0S1M,,,,
rh7fqyOJrlw,UCIjLRyywnG8olYXAEVYGYgQ,Tawsif Mahbub,4324,Natok / Acting Content,https://www.youtube.com/watch?v=rh7fqyOJrlw,,,,
EnlsNxQXX4w,UC3wfNI_ZipV1Nihswf540oA,Farhan Ahmed Jovan,3637,Natok / Acting Content,https://www.youtube.com/watch?v=EnlsNxQXX4w,,,,
3ymAcXz78Wk,UC3wfNI_ZipV1Nihswf540oA,Farhan Ahmed Jovan,5309,Natok / Acting Content,https://www.youtube.com/watch?v=3ymAcXz78Wk,,,,
5-XbMTY30Qc,UC3wfNI_ZipV1Nihswf540oA,Farhan Ahmed Jovan,5519,Natok / Acting Content,https://www.youtube.com/watch?v=5-XbMTY30Qc,,,,
UT0a504rXqU,UC3wfNI_ZipV1Nihswf540oA,Farhan Ahmed Jovan,3708,Natok / Acting Content,https://www.youtube.com/watch?v=UT0a504rXqU,,,,
H0WfIG4T_SQ,UCID-e04-H5Luw7tKq25QS-w,Tahsan Khan,317,Music & Talk,https://www.youtube.com/watch?v=H0WfIG4T_SQ,,,,
xCA1mQtzCI0,UCID-e04-H5Luw7tKq25QS-w,Tahsan Khan,302,Music & Talk,https://www.youtube.com/watch?v=xCA1mQtzCI0,,,,
4w7KLPZXEQg,UCID-e04-H5Luw7tKq25QS-w,Tahsan Khan,398,Music & Talk,https://www.youtube.com/watch?v=4w7KLPZXEQg,,,,
92o3bnDY7Xc,UCID-e04-H5Luw7tKq25QS-w,Tahsan Khan,325,Music & Talk,https://www.youtube.com/watch?v=92o3bnDY7Xc,,,,
W-E116OXRp8,UCEO0rIuBz8Dc8p7PpGE26ZQ,Tawhid Afridi,2505,Vlogs & Informal Talk,https://www.youtube.com/watch?v=W-E116OXRp8,,,,
dcNpFktCfmA,UCEO0rIuBz8Dc8p7PpGE26ZQ,Tawhid Afridi,2703,Vlogs & Informal Talk,https://www.youtube.com/watch?v=dcNpFktCfmA,,,,
dGXcecOTUvE,UCEO0rIuBz8Dc8p7PpGE26ZQ,Tawhid Afridi,1765,Vlogs & Informal Talk,https://www.youtube.com/watch?v=dGXcecOTUvE,,,,
Hfa1HQKb1_0,UCEO0rIuBz8Dc8p7PpGE26ZQ,Tawhid Afridi,1427,Vlogs & Informal Talk,https://www.youtube.com/watch?v=Hfa1HQKb1_0,,,,
XzjvPiP0dLc,UCTCYEq1JM1ejw7tkdFSndEg,10 Minute School,2030,Online Class,https://www.youtube.com/watch?v=XzjvPiP0dLc,,,,
m7tmGMqVK1Y,UCTCYEq1JM1ejw7tkdFSndEg,10 Minute School,4133,Online Class,https://www.youtube.com/watch?v=m7tmGMqVK1Y,,,,
2ssYhY5G7vQ,UCTCYEq1JM1ejw7tkdFSndEg,10 Minute School,2833,Online Class,https://www.youtube.com/watch?v=2ssYhY5G7vQ,,,,
wJYYB4wnzNw,UCTCYEq1JM1ejw7tkdFSndEg,10 Minute School,3703,Online Class,https://www.youtube.com/watch?v=wJYYB4wnzNw,,,,
Kj0IbWNGMMM,UCYfTpKVP5YQ7t7p6_eJhSEQ,Shikho,1339,Online Learning,https://www.youtube.com/watch?v=Kj0IbWNGMMM,,,,
8A0AzLc2FKg,UCYfTpKVP5YQ7t7p6_eJhSEQ,Shikho,513,Online Learning,https://www.youtube.com/watch?v=8A0AzLc2FKg,,,,
n5V8OXpWT3A,UCYfTpKVP5YQ7t7p6_eJhSEQ,Shikho,536,Online Learning,https://www.youtube.com/watch?v=n5V8OXpWT3A,,,,
AcPq-jlwF1Y,UCYfTpKVP5YQ7t7p6_eJhSEQ,Shikho,5338,Online Learning,https://www.youtube.com/watch?v=AcPq-jlwF1Y,,,,
8Ywn0el-rXU,UCihdxxtb6IygYYjAgEvOxhA,MuktoPaath,3430,E-learning Platform,https://www.youtube.com/watch?v=8Ywn0el-rXU,,,,
IFFPkFho8QQ,UCihdxxtb6IygYYjAgEvOxhA,MuktoPaath,792,E-learning Platform,https://www.youtube.com/watch?v=IFFPkFho8QQ,,,,
nHhrbKdEr4I,UCihdxxtb6IygYYjAgEvOxhA,MuktoPaath,568,E-learning Platform,https://www.youtube.com/watch?v=nHhrbKdEr4I,,,,
9I9zIJ66GiY,UCBA6OI6vEDK13jfoiuX694A,Onnorokom Pathshala,4481,Programming & Tech,https://www.youtube.com/watch?v=9I9zIJ66GiY,,,,
rJgpoq_BmnM,UCBA6OI6vEDK13jfoiuX694A,Onnorokom Pathshala,3582,Programming & Tech,https://www.youtube.com/watch?v=rJgpoq_BmnM,,,,
ET7F_ncMQPc,UCBA6OI6vEDK13jfoiuX694A,Onnorokom Pathshala,1169,Programming & Tech,https://www.youtube.com/watch?v=ET7F_ncMQPc,,,,
xa7Hsh9DF6M,UCBA6OI6vEDK13jfoiuX694A,Onnorokom Pathshala,4251,Programming & Tech,https://www.youtube.com/watch?v=xa7Hsh9DF6M,,,,
iaL-WMy6ZGU,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Golpo FM,3219,Audiobook / Storytelling,https://www.youtube.com/watch?v=iaL-WMy6ZGU,,,,
gGDgieA-AWQ,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Golpo FM,2389,Audiobook / Storytelling,https://www.youtube.com/watch?v=gGDgieA-AWQ,,,,
w-27_gUFFho,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Golpo FM,3214,Audiobook / Storytelling,https://www.youtube.com/watch?v=w-27_gUFFho,,,,
Lmo6R65x7lo,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Golpo FM,2021,Audiobook / Storytelling,https://www.youtube.com/watch?v=Lmo6R65x7lo,,,,
BiiDNrBSwew,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Sunday Suspense,6095,Audio Drama,https://www.youtube.com/watch?v=BiiDNrBSwew,,,,
iaL-WMy6ZGU,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Sunday Suspense,3219,Audio Drama,https://www.youtube.com/watch?v=iaL-WMy6ZGU,,,,
gGDgieA-AWQ,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Sunday Suspense,2389,Audio Drama,https://www.youtube.com/watch?v=gGDgieA-AWQ,,,,
6Z0wSPuXT_0,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Sunday Suspense,1243,Audio Drama,https://www.youtube.com/watch?v=6Z0wSPuXT_0,,,,
UByc-pLQP-4,UC3ZEA143iMgN2y-AAoUV-jg,Shikkhok Batayon,346,Online Class,https://www.youtube.com/watch?v=UByc-pLQP-4,,,,
XIjb49E9dp0,UC3ZEA143iMgN2y-AAoUV-jg,Shikkhok Batayon,449,Online Class,https://www.youtube.com/watch?v=XIjb49E9dp0,,,,
Ax8T7ZJpaxo,UC3ZEA143iMgN2y-AAoUV-jg,Shikkhok Batayon,398,Online Class,https://www.youtube.com/watch?v=Ax8T7ZJpaxo,,,,
PuRD20WGCGo,UCFb5CtTpVkPh4EIyBA9effA,Bangla Academy Official,315,Literature & Language,https://www.youtube.com/watch?v=PuRD20WGCGo,,,,
1Zaiq7Q_nOI,UCFb5CtTpVkPh4EIyBA9effA,Bangla Academy Official,1811,Literature & Language,https://www.youtube.com/watch?v=1Zaiq7Q_nOI,,,,
SKDzQIkoiQU,UCFb5CtTpVkPh4EIyBA9effA,Bangla Academy Official,732,Literature & Language,https://www.youtube.com/watch?v=SKDzQIkoiQU,,,,
SPjk53O-TmQ,UCFb5CtTpVkPh4EIyBA9effA,Bangla Academy Official,1086,Literature & Language,https://www.youtube.com/watch?v=SPjk53O-TmQ,,,,
sMxa10Qkt9A,UC5-l8qOePYGn-SPP9KlD6fQ,Virtual School Bangladesh,1840,Online Education,https://www.youtube.com/watch?v=sMxa10Qkt9A,,,,
JMCz9svN454,UC5-l8qOePYGn-SPP9KlD6fQ,Virtual School Bangladesh,599,Online Education,https://www.youtube.com/watch?v=JMCz9svN454,,,,
67sqj-FZUcc,UCFM3gG5IHfogarxlKcIHCAg,Learn with Sumit,1798,Web Development,https://www.youtube.com/watch?v=67sqj-FZUcc,,,,
IkTUH523pVY,UCFM3gG5IHfogarxlKcIHCAg,Learn with Sumit,819,Web Development,https://www.youtube.com/watch?v=IkTUH523pVY,,,,
lzCIvRBVJZg,UCFM3gG5IHfogarxlKcIHCAg,Learn with Sumit,1042,Web Development,https://www.youtube.com/watch?v=lzCIvRBVJZg,,,,
KzoccbLyyYw,UCFM3gG5IHfogarxlKcIHCAg,Learn with Sumit,6981,Web Development,https://www.youtube.com/watch?v=KzoccbLyyYw,,,,
DQ3FZYjcyVg,UCEXwc6mNh7Lakj6lX-7a2Mg,Anisul Islam,3887,Programming Tutorials,https://www.youtube.com/watch?v=DQ3FZYjcyVg,,,,
78jfoEFw-hk,UCEXwc6mNh7Lakj6lX-7a2Mg,Anisul Islam,373,Programming Tutorials,https://www.youtube.com/watch?v=78jfoEFw-hk,,,,
GYSOXjxRdfA,UCEXwc6mNh7Lakj6lX-7a2Mg,Anisul Islam,330,Programming Tutorials,https://www.youtube.com/watch?v=GYSOXjxRdfA,,,,
51hMIJzT3go,UCEXwc6mNh7Lakj6lX-7a2Mg,Anisul Islam,1471,Programming Tutorials,https://www.youtube.com/watch?v=51hMIJzT3go,,,,
sMbDwjAcSV0,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub,1057,Programming Education,https://www.youtube.com/watch?v=sMbDwjAcSV0,,,,
5Hp2apAxTpk,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub,512,Programming Education,https://www.youtube.com/watch?v=5Hp2apAxTpk,,,,
tlQJ6dcKdSU,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub,1109,Programming Education,https://www.youtube.com/watch?v=tlQJ6dcKdSU,,,,
yh-4nJK2xCM,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub,1338,Programming Education,https://www.youtube.com/watch?v=yh-4nJK2xCM,,,,
dsnHKWDvBAs,UCzUpRdOwrILcg6c6dKxPr0g,Amar Golpo,6743,Audiobook / Story,https://www.youtube.com/watch?v=dsnHKWDvBAs,,,,
vUnKgqjviE8,UCzUpRdOwrILcg6c6dKxPr0g,Amar Golpo,1633,Audiobook / Story,https://www.youtube.com/watch?v=vUnKgqjviE8,,,,
fhErwhebikM,UCzUpRdOwrILcg6c6dKxPr0g,Amar Golpo,1686,Audiobook / Story,https://www.youtube.com/watch?v=fhErwhebikM,,,,
ohxZUAiZl6Y,UCzUpRdOwrILcg6c6dKxPr0g,Amar Golpo,1682,Audiobook / Story,https://www.youtube.com/watch?v=ohxZUAiZl6Y,,,,
kyyvdxUQUGo,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,1249,News Presentation,https://www.youtube.com/watch?v=kyyvdxUQUGo,,,,
EjOY_BzCRP8,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,1841,News Presentation,https://www.youtube.com/watch?v=EjOY_BzCRP8,,,,
kxBSOeXeJ-E,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,1476,News Presentation,https://www.youtube.com/watch?v=kxBSOeXeJ-E,,,,
tB7PM-FaQ3Y,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,4410,News Presentation,https://www.youtube.com/watch?v=tB7PM-FaQ3Y,,,,
PS72dWN5gPg,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,400,News Presentation,https://www.youtube.com/watch?v=PS72dWN5gPg,,,,
c_EwiBTTjbE,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,1201,News Presentation,https://www.youtube.com/watch?v=c_EwiBTTjbE,,,,
yAH294JaAqM,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,588,News Presentation,https://www.youtube.com/watch?v=yAH294JaAqM,,,,
4QXzCLPoTdU,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,519,News Presentation,https://www.youtube.com/watch?v=4QXzCLPoTdU,,,,
7Tl-usWkhxU,UCbgcYEdMsuypG2NJ-znBp3w,ATN News,438,News Presentation,https://www.youtube.com/watch?v=7Tl-usWkhxU,,,,
rk1DVLgn9z8,UCbgcYEdMsuypG2NJ-znBp3w,ATN News,315,News Presentation,https://www.youtube.com/watch?v=rk1DVLgn9z8,,,,
FMsWHFgzMaA,UCbgcYEdMsuypG2NJ-znBp3w,ATN News,550,News Presentation,https://www.youtube.com/watch?v=FMsWHFgzMaA,,,,
HlsuJqsC4W0,UCbgcYEdMsuypG2NJ-znBp3w,ATN News,4338,News Presentation,https://www.youtube.com/watch?v=HlsuJqsC4W0,,,,
77Be4aNl-e4,UChPD2BQ2dJ-w00klQQkc-Qg,BBC News Bangla,1469,International News,https://www.youtube.com/watch?v=77Be4aNl-e4,,,,
B5CDmMENY94,UChPD2BQ2dJ-w00klQQkc-Qg,BBC News Bangla,402,International News,https://www.youtube.com/watch?v=B5CDmMENY94,,,,
jjocixakglk,UChPD2BQ2dJ-w00klQQkc-Qg,BBC News Bangla,300,International News,https://www.youtube.com/watch?v=jjocixakglk,,,,
OH3NSI-cc3c,UCIIkOzwZIdLfHa4Q13dQrkw,DW Bangla,1801,International News,https://www.youtube.com/watch?v=OH3NSI-cc3c,,,,
78F2m5RCyvQ,UCIIkOzwZIdLfHa4Q13dQrkw,DW Bangla,635,International News,https://www.youtube.com/watch?v=78F2m5RCyvQ,,,,
5K1oOlB5h8Q,UCIIkOzwZIdLfHa4Q13dQrkw,DW Bangla,836,International News,https://www.youtube.com/watch?v=5K1oOlB5h8Q,,,,
qa6Vrx-wJoQ,UCIIkOzwZIdLfHa4Q13dQrkw,DW Bangla,317,International News,https://www.youtube.com/watch?v=qa6Vrx-wJoQ,,,,
pR3wzGR7a1s,UCxHoBXkY88Tb8z1Ssj6CWsQ,Jatiya Sangsad TV,302,Parliament Session,https://www.youtube.com/watch?v=pR3wzGR7a1s,,,,
dYs4PoIJZQk,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,497,News Presentation,https://www.youtube.com/watch?v=dYs4PoIJZQk,,,,
hk87ZdLEbOQ,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,954,News Presentation,https://www.youtube.com/watch?v=hk87ZdLEbOQ,,,,
UCwDTeKwYdI,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,370,News Presentation,https://www.youtube.com/watch?v=UCwDTeKwYdI,,,,
FeMYC4LZE0M,UCUvXoiDEKI8VZJrr58g4VAw,DBC News,1450,News Presentation,https://www.youtube.com/watch?v=FeMYC4LZE0M,,,,
GUvve82TdkI,UCUvXoiDEKI8VZJrr58g4VAw,DBC News,1576,News Presentation,https://www.youtube.com/watch?v=GUvve82TdkI,,,,
6gxIakVzK6c,UCl13d2BTcnn_wQmlpWV_Ctw,SATV News,383,News Presentation,https://www.youtube.com/watch?v=6gxIakVzK6c,,,,
FELKy0fxAD0,UCl13d2BTcnn_wQmlpWV_Ctw,SATV News,308,News Presentation,https://www.youtube.com/watch?v=FELKy0fxAD0,,,,
jecHjWFVOvI,UCig6MgICx3g8p3IHZM45oEA,Nagorik TV,321,Political Talk,https://www.youtube.com/watch?v=jecHjWFVOvI,,,,
1vg25DUyXAc,UCig6MgICx3g8p3IHZM45oEA,Nagorik TV,494,Political Talk,https://www.youtube.com/watch?v=1vg25DUyXAc,,,,
BJrXMwNM58g,UCig6MgICx3g8p3IHZM45oEA,Nagorik TV,483,Political Talk,https://www.youtube.com/watch?v=BJrXMwNM58g,,,,
gGqU8dODX1o,UCig6MgICx3g8p3IHZM45oEA,Nagorik TV,932,Political Talk,https://www.youtube.com/watch?v=gGqU8dODX1o,,,,
DF8xh7SN5FQ,UCFlSrobAqUBzN80Et09iRQA,Boishakhi TV,1160,News Presentation,https://www.youtube.com/watch?v=DF8xh7SN5FQ,,,,
zwQ97sDIfSM,UCFlSrobAqUBzN80Et09iRQA,Boishakhi TV,1116,News Presentation,https://www.youtube.com/watch?v=zwQ97sDIfSM,,,,
SjDqIRreYbQ,UCFlSrobAqUBzN80Et09iRQA,Boishakhi TV,1154,News Presentation,https://www.youtube.com/watch?v=SjDqIRreYbQ,,,,
3eCI8t50mUo,UCFlSrobAqUBzN80Et09iRQA,Boishakhi TV,1153,News Presentation,https://www.youtube.com/watch?v=3eCI8t50mUo,,,,
AgKZVfB5DuM,UCUbtdbJRpaXiUI_IlBOvPpA,Pinaki Bhattacharya,1545,Political Analysis / Opinion,https://www.youtube.com/watch?v=AgKZVfB5DuM,,,,
8MM1w41h_G8,UCUbtdbJRpaXiUI_IlBOvPpA,Pinaki Bhattacharya,1169,Political Analysis / Opinion,https://www.youtube.com/watch?v=8MM1w41h_G8,,,,
rlXPWhLhPQw,UCUbtdbJRpaXiUI_IlBOvPpA,Pinaki Bhattacharya,1548,Political Analysis / Opinion,https://www.youtube.com/watch?v=rlXPWhLhPQw,,,,
MWxJ9BvNwO4,UClURnTgQiQpldGhtD4Fc7JQ,Elias Hossain,1356,Political Commentary / Analysis,https://www.youtube.com/watch?v=MWxJ9BvNwO4,,,,
NMs7qGkdirA,UClURnTgQiQpldGhtD4Fc7JQ,Elias Hossain,1196,Political Commentary / Analysis,https://www.youtube.com/watch?v=NMs7qGkdirA,,,,
V97skfBWJnM,UClURnTgQiQpldGhtD4Fc7JQ,Elias Hossain,602,Political Commentary / Analysis,https://www.youtube.com/watch?v=V97skfBWJnM,,,,
h2Gq9ZXToVc,UClURnTgQiQpldGhtD4Fc7JQ,Elias Hossain,391,Political Commentary / Analysis,https://www.youtube.com/watch?v=h2Gq9ZXToVc,,,,
uJ_OclsNDJg,UCccHjrZ3Db_471nivPDiICQ,Tasneem Khalil,458,Investigative & Political Commentary,https://www.youtube.com/watch?v=uJ_OclsNDJg,,,,
D54GZSEGIFQ,UCccHjrZ3Db_471nivPDiICQ,Tasneem Khalil,681,Investigative & Political Commentary,https://www.youtube.com/watch?v=D54GZSEGIFQ,,,,
sUsN6OmhVag,UCccHjrZ3Db_471nivPDiICQ,Tasneem Khalil,1008,Investigative & Political Commentary,https://www.youtube.com/watch?v=sUsN6OmhVag,,,,
T4RPTd0lKmQ,UCccHjrZ3Db_471nivPDiICQ,Tasneem Khalil,822,Investigative & Political Commentary,https://www.youtube.com/watch?v=T4RPTd0lKmQ,,,,
kHFxASvRBF8,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,6622,Political Analysis,https://www.youtube.com/watch?v=kHFxASvRBF8,,,,
cKCdTj7W3iQ,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,5703,Political Analysis,https://www.youtube.com/watch?v=cKCdTj7W3iQ,,,,
I0SVPT-Zxv8,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,6158,Political Analysis,https://www.youtube.com/watch?v=I0SVPT-Zxv8,,,,
pLnHwu5Hjvc,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,6797,Political Analysis,https://www.youtube.com/watch?v=pLnHwu5Hjvc,,,,
QuTuIYJ2OII,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,1827,Waz / Islamic Sermon,https://www.youtube.com/watch?v=QuTuIYJ2OII,,,,
6mHvmCuXCIY,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,1560,Waz / Islamic Sermon,https://www.youtube.com/watch?v=6mHvmCuXCIY,,,,
3-3YDub6TpI,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,3544,Waz / Islamic Sermon,https://www.youtube.com/watch?v=3-3YDub6TpI,,,,
3ueo6TXNs3E,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,485,Waz / Islamic Sermon,https://www.youtube.com/watch?v=3ueo6TXNs3E,,,,
cBUCzGMBojQ,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,3130,Waz,https://www.youtube.com/watch?v=cBUCzGMBojQ,,,,
rH9SDYep4Fw,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,2975,Waz,https://www.youtube.com/watch?v=rH9SDYep4Fw,,,,
huXqMvhSP5c,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,3183,Waz,https://www.youtube.com/watch?v=huXqMvhSP5c,,,,
nxpVllnaHnE,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,3129,Waz,https://www.youtube.com/watch?v=nxpVllnaHnE,,,,
zecVwBHJrJ4,UC4TirhUjxScWpuLyPQxph7w,Islamic Waz HD TV,884,Waz,https://www.youtube.com/watch?v=zecVwBHJrJ4,,,,
zb0_89AdXUA,UC4TirhUjxScWpuLyPQxph7w,Islamic Waz HD TV,2690,Waz,https://www.youtube.com/watch?v=zb0_89AdXUA,,,,
AFsG2JP3uyc,UC4TirhUjxScWpuLyPQxph7w,Islamic Waz HD TV,3587,Waz,https://www.youtube.com/watch?v=AFsG2JP3uyc,,,,
o6-5hzMAzU8,UC4TirhUjxScWpuLyPQxph7w,Islamic Waz HD TV,3511,Waz,https://www.youtube.com/watch?v=o6-5hzMAzU8,,,,
GoEvamYt1AM,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,1483,Waz,https://www.youtube.com/watch?v=GoEvamYt1AM,,,,
hQXkNlnbszQ,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,2679,Waz,https://www.youtube.com/watch?v=hQXkNlnbszQ,,,,
cT6fzHEs8q8,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,4660,Waz,https://www.youtube.com/watch?v=cT6fzHEs8q8,,,,
HnoK5ydKkHI,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,4667,Waz,https://www.youtube.com/watch?v=HnoK5ydKkHI,,,,
6n2hFcNxGUY,UC5RCF7G8ZSdW9CedjyX4OEw,Islamic TV Bangla,312,Waz / Islamic Programs,https://www.youtube.com/watch?v=6n2hFcNxGUY,,,,
euZhVtS-DcE,UC5RCF7G8ZSdW9CedjyX4OEw,Islamic TV Bangla,341,Waz / Islamic Programs,https://www.youtube.com/watch?v=euZhVtS-DcE,,,,
XxXFhAbKeRI,UC5RCF7G8ZSdW9CedjyX4OEw,Islamic TV Bangla,370,Waz / Islamic Programs,https://www.youtube.com/watch?v=XxXFhAbKeRI,,,,
6B1TLvhl2oc,UCFQjG6T8O0ZlccCF5c8rsxA,Waz Mahfil Bangla,2832,Waz,https://www.youtube.com/watch?v=6B1TLvhl2oc,,,,
FXIjVE9voaE,UCFQjG6T8O0ZlccCF5c8rsxA,Waz Mahfil Bangla,1309,Waz,https://www.youtube.com/watch?v=FXIjVE9voaE,,,,
W1nypCF0MiQ,UCFQjG6T8O0ZlccCF5c8rsxA,Waz Mahfil Bangla,1243,Waz,https://www.youtube.com/watch?v=W1nypCF0MiQ,,,,
pXl0bx2RrQw,UCFQjG6T8O0ZlccCF5c8rsxA,Waz Mahfil Bangla,2007,Waz,https://www.youtube.com/watch?v=pXl0bx2RrQw,,,,
6I2w7eV03wU,UCYNpaJBRngIbrLiUZnyYrog,Bangla Islamic Golpo,1223,Islamic Stories,https://www.youtube.com/watch?v=6I2w7eV03wU,,,,
ymV8GktpI5c,UCYNpaJBRngIbrLiUZnyYrog,Bangla Islamic Golpo,708,Islamic Stories,https://www.youtube.com/watch?v=ymV8GktpI5c,,,,
ch_sru-hjEk,UCYNpaJBRngIbrLiUZnyYrog,Bangla Islamic Golpo,612,Islamic Stories,https://www.youtube.com/watch?v=ch_sru-hjEk,,,,
nNGN0gj4Ifc,UCYNpaJBRngIbrLiUZnyYrog,Bangla Islamic Golpo,1117,Islamic Stories,https://www.youtube.com/watch?v=nNGN0gj4Ifc,,,,
hg0F0u-VK-4,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,4254,Literature Discussion,https://www.youtube.com/watch?v=hg0F0u-VK-4,,,,
SskgAqiOsIs,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,1982,Literature Discussion,https://www.youtube.com/watch?v=SskgAqiOsIs,,,,
3N3VhlL-BH0,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,969,Literature Discussion,https://www.youtube.com/watch?v=3N3VhlL-BH0,,,,
9EY7l3oeTgQ,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,3093,Literature Discussion,https://www.youtube.com/watch?v=9EY7l3oeTgQ,,,,
0zbMlpb49LM,UChPW6WRg6L5ue20YW5fSR_g,Bangla Kobita,784,Poem Recital,https://www.youtube.com/watch?v=0zbMlpb49LM,,,,
lFnw54dxj3Y,UChPW6WRg6L5ue20YW5fSR_g,Bangla Kobita,841,Poem Recital,https://www.youtube.com/watch?v=lFnw54dxj3Y,,,,
6uurp-IPR6k,UChPW6WRg6L5ue20YW5fSR_g,Bangla Kobita,921,Poem Recital,https://www.youtube.com/watch?v=6uurp-IPR6k,,,,
freLI3kIKpE,UChPW6WRg6L5ue20YW5fSR_g,Bangla Kobita,729,Poem Recital,https://www.youtube.com/watch?v=freLI3kIKpE,,,,
GcEm9DN1qec,UCw3Dzl3e7Em60UCuHeqVv8Q,Kobial,388,Poetry,https://www.youtube.com/watch?v=GcEm9DN1qec,,,,
8N9V6Fo_EcY,UCw3Dzl3e7Em60UCuHeqVv8Q,Kobial,345,Poetry,https://www.youtube.com/watch?v=8N9V6Fo_EcY,,,,
MPZY78IUi-8,UCw3Dzl3e7Em60UCuHeqVv8Q,Kobial,449,Poetry,https://www.youtube.com/watch?v=MPZY78IUi-8,,,,
tsYqEVwQR3Q,UCw3Dzl3e7Em60UCuHeqVv8Q,Kobial,331,Poetry,https://www.youtube.com/watch?v=tsYqEVwQR3Q,,,,
-22xAIr8w34,UCuAlk4MlsKz8ssnp4Kkx63A,Puthi Path,1201,Waz,https://www.youtube.com/watch?v=-22xAIr8w34,,,,
lEFnZ9Jof-c,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,377,Islamic Lectures,https://www.youtube.com/watch?v=lEFnZ9Jof-c,,,,
-1ln9OXXCGQ,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,565,Islamic Lectures,https://www.youtube.com/watch?v=-1ln9OXXCGQ,,,,
